,Year,Quarter,Subject,ID,College,MinUnit,Unit,PassNP,Letter,Monday,Tuesday,Wednesday,Thursday,Friday,StartTime,EndTime,Building,CurEnroll,MaxEnroll,RatioEnroll
497,,2,C LIT,31,L&S,,4.0,1,1,0,0,0,0,1,540.0,590.0,HSSB,25,25,1.0
498,,2,C LIT,31,L&S,,4.0,1,1,0,0,0,0,1,600.0,650.0,HSSB,25,25,1.0
499,,2,C LIT,31,L&S,,4.0,1,1,0,0,0,0,1,660.0,710.0,HSSB,25,25,1.0
500,,2,C LIT,31,L&S,,4.0,1,1,0,0,0,0,1,720.0,770.0,HSSB,25,25,1.0
501,,2,C LIT,35,L&S,,4.0,1,1,0,1,0,1,0,660.0,735.0,PSYCH,50,50,1.0
502,,2,C LIT,35,L&S,,4.0,1,1,0,1,0,0,0,1020.0,1070.0,HSSB,25,25,1.0
503,,2,C LIT,35,L&S,,4.0,1,1,0,1,0,0,0,1080.0,1130.0,HSSB,25,25,1.0
504,,2,C LIT,100,L&S,,4.0,1,1,0,1,0,1,0,840.0,915.0,PHELP,60,60,1.0
505,,2,C LIT,101,L&S,,4.0,1,1,0,1,0,1,0,930.0,1005.0,PHELP,30,30,1.0
506,,2,C LIT,119,L&S,,4.0,1,1,1,0,1,0,0,660.0,735.0,PHELP,76,75,1.0133333333333334
507,,2,C LIT,139,L&S,,4.0,1,1,0,1,0,1,0,750.0,825.0,PHELP,8,15,0.5333333333333333
508,,2,C LIT,165,L&S,,4.0,1,1,0,1,0,1,0,840.0,915.0,PHELP,1,15,0.06666666666666667
509,,2,C LIT,184C,L&S,,4.0,0,1,1,0,1,0,0,930.0,1005.0,HSSB,6,10,0.6
510,,2,C LIT,186DF,L&S,,4.0,1,1,1,0,0,0,0,1020.0,1190.0,HSSB,30,30,1.0
511,,2,C LIT,186WL,L&S,,4.0,1,1,0,0,0,0,1,780.0,950.0,HSSB,9,12,0.75
512,,2,C LIT,188,L&S,,4.0,1,1,1,0,1,0,0,750.0,825.0,PHELP,30,30,1.0
513,,2,C LIT,191,L&S,,4.0,1,1,1,0,1,0,0,930.0,1005.0,NH,65,65,1.0
514,,2,C LIT,193,L&S,,4.0,0,1,0,0,0,0,0,,,nan,0,0,
515,,2,C LIT,196H,L&S,,4.0,1,1,0,0,0,0,0,,,nan,0,10,0.0
516,,2,C LIT,199,L&S,1.0,5.0,0,1,0,0,0,0,0,,,nan,0,5,0.0
517,,2,CHEM,1A,L&S,,3.0,1,1,1,0,1,0,1,480.0,530.0,HFH,152,188,0.8085106382978723
518,,2,CHEM,1AL,L&S,,2.0,1,1,0,1,0,0,0,720.0,870.0,PSB-N,24,24,1.0
519,,2,CHEM,1AL,L&S,,2.0,1,1,0,0,1,0,0,720.0,890.0,PSB-N,24,24,1.0
