./Output/20182_ASTRO.html,ASTRO     1,L&S,4.0,Optional,T R,3:30pm - 4:45pm,BRDA 1610,47 / 168
./Output/20182_ASTRO.html,ASTRO     1,L&S,4.0,Optional,T,5:00pm - 5:50pm,GIRV 1119,25 / 42
./Output/20182_ASTRO.html,ASTRO     1,L&S,4.0,Optional,W,5:00pm - 5:50pm,NH   1109,13 / 42
./Output/20182_ASTRO.html,ASTRO     1,L&S,4.0,Optional,W,6:00pm - 6:50pm,GIRV 1116,2 / 42
./Output/20182_ASTRO.html,ASTRO     1,L&S,4.0,Optional,F,2:00pm - 2:50pm,387  103,7 / 42
./Output/20182_ASTRO.html,ASTRO     1H,L&S,1.0,Optional,W,2:00pm - 3:15pm,GIRV 2116,0 / 30
./Output/20182_ASTRO.html,ASTRO     2,L&S,4.0,Optional,T R,2:00pm - 3:15pm,BRDA 1640,10 / 94
./Output/20182_ASTRO.html,ASTRO     2,L&S,4.0,Optional,M,6:00pm - 6:50pm,NH   1111,1 / 42
./Output/20182_ASTRO.html,ASTRO     2,L&S,4.0,Optional,R,5:00pm - 5:50pm,GIRV 1116,9 / 42
./Output/20182_CH ST.html,CH ST     1C,L&S,4.0,Optional,M W,9:30 am - 10:45am,NH   1006,2 / 120
./Output/20182_CH ST.html,CH ST     1C,L&S,4.0,Optional,W,2:00pm - 2:50pm,HSSB 4202,1 / 20
./Output/20182_CH ST.html,CH ST     1C,L&S,4.0,Optional,W,3:00pm - 3:50pm,HSSB 1215,0 / 20
./Output/20182_CH ST.html,CH ST     1C,L&S,4.0,Optional,W,4:00pm - 4:50pm,HSSB 4202,0 / 20
./Output/20182_CH ST.html,CH ST     1C,L&S,4.0,Optional,R,1:00pm - 1:50pm,HSSB 1206,1 / 20
./Output/20182_CH ST.html,CH ST     1C,L&S,4.0,Optional,F,12:00pm - 12:50pm,GIRV 2124,0 / 20
./Output/20182_CH ST.html,CH ST     1C,L&S,4.0,Optional,F,2:00pm - 2:50pm,SH   1609,0 / 20
./Output/20182_CH ST.html,CH ST    99,L&S,1.0 - 4.0,Optional,N/A,N/A,N/A,0 / 10
./Output/20182_CH ST.html,CH ST   125B,L&S,4.0,Optional,M,3:00pm - 5:50pm,GIRV 2116,11 / 35
./Output/20182_CH ST.html,CH ST   131,L&S,4.0,Optional,T R,5:00pm - 6:15pm,GIRV 2108,10 / 35
./Output/20182_CH ST.html,CH ST   156,L&S,4.0,Optional,M W,11:00am - 12:15pm,SH   1623,9 / 35
./Output/20182_CH ST.html,CH ST   165,L&S,4.0,Optional,T R,12:30pm - 1:45pm,GIRV 1116,25 / 35
./Output/20182_CH ST.html,CH ST   168GQ,L&S,4.0,Letter,W F,2:00pm - 3:15pm,GIRV 2115,6 / 35
./Output/20182_CH ST.html,CH ST   187,L&S,4.0,Optional,T R,12:30pm - 1:45pm,EMBARHALL,7 / 100
./Output/20182_CH ST.html,CH ST   187,L&S,4.0,Optional,R,4:00pm - 4:50pm,SH   1430,6 / 25
./Output/20182_CH ST.html,CH ST   187,L&S,4.0,Optional,R,5:00pm - 5:50pm,SH   1430,1 / 25
./Output/20182_CH ST.html,CH ST   187,L&S,4.0,Optional,F,9:00 am - 9:50 am,HSSB 1237,0 / 25
./Output/20182_CH ST.html,CH ST   187,L&S,4.0,Optional,F,10:00am - 10:50am,HSSB 1231,0 / 25
./Output/20182_CH ST.html,CH ST   191N,L&S,4.0,Optional,T R,9:30 am - 10:45am,PHELP1448,10 / 35
./Output/20182_CH ST.html,CH ST   191NL,L&S,4.0,Optional,R,2:00pm - 3:50pm,NH   1111,0 / 35
